,Title,Author,Editor,AutGen,EdGen,AutM,AutF,EdM,EdF,Type,Importance,Year,Publisher,Convener,Rank,Cluster,Level,Weighted,Senior,Female,single.female,single.male,Single,Top,Top.Press,two,three,female.comale,female.cofemale,Self,male.comale,male.cofemale,Male,book,article
12540,International Interactions,"Cohen, Benjamin J.",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12541,International Organization,"Posner, Elliot",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12543,Critical Review,"Acemoglu, Daron",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12544,The euro at ten: the next global currency?,"Posen, Adam S.; Pisani-Ferry, Jean",,MM,,2,0,0,0,Book,Background,2009,Institute for International Economics,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12545,World Politics,"Deeg, Richard; O'Sullivan, Mary A.",,MF,,1,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
12546,Finance and Development,"Bhattacharya, Amar",,M,,1,0,0,0,Article,Background,2009,International Monetary Fund,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12547,International Interactions,"Mosley, Layna; Singer, David Andrew",,FM,,1,1,0,0,Article,Essential,2009,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12549,The future of the dollar,"Helleiner, Eric; Kirshner, Jonathan","Helleiner, Eric; Kirshner, Jonathan",MM,MM,2,0,2,0,Book,Background,2009,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12551,International Studies Review,"Sadeh, Tal; Verdun, Amy",,MF,,1,1,0,0,Article,Essential,2009,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12552,Understanding financial crises,"Allen, Franklin; Gale, Douglas",,MM,,2,0,0,0,Book,Background,2009,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12553,IMF Staff Papers,"Rodrik, Dani; Subramanian, Arvind",,MM,,2,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12556,International Studies Quarterly,"Ploemper, Thomas;  Troeger, Vera E.; Winner, Hannes",,MFM,,2,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,0.333,NA,1,0,0,0,1,0,0,1,1,0,FALSE,0,1,0,0,1
12559,Banking Crises and the Rules of the Game,"Calomiris, Charles",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12560,American Economic Review,"Reinhart, Carmen M.; Rogoff, Kenneth S.",,FM,,1,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12561,"Fixing Global Finance - Martin Wolf,","Wolf, Martin",,M,,1,0,0,0,Book,Background,2009,Johns Hopkins University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12568,Cambridge Journal of Economics,"Palma, J. G.",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12569,Currency and contest in East Asia: the great power politics of financial regionalism,"Grimes, William W.",,M,,1,0,0,0,Book,Background,2009,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12570,World Politics,"Mastanduno, Michael",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12571,Cambridge Journal of Economics,"Crotty, J.",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12572,The Political Quarterly,"Thompson, Helen",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12573,New Republic,"Boone, Peter; Johnson, Simon",,MM,,2,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12574,From economic crisis to reform: IMF programs in Latin America and Eastern Europe,"Pop-Eleches, Grigore",,M,,1,0,0,0,Book,Background,2009,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12576,IMF Staff Papers,"Obstfeld, Maurice",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12577,Finance and Development,"Boughton, James M.",,M,,1,0,0,0,Article,Background,2009,International Monetary Fund,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12578,Global Governance,"Griesgraber, Jo Marie",,F,,0,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12579,IMF Staff Papers,"Rodrik, Dani; Subramanian, Arvind",,MM,,2,0,0,0,Article,Essential,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12580,The politics of global regulation,"Mattli, Walter; Woods, Ngaire",,MF,,1,1,0,0,Book,Background,2009,Princeton University Press,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
12582,The Political Quarterly,"Thompson, Helen",,F,,0,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12583,The fundamental principles of financial regulation,"Brunnermeier, Markus Konrad; Goodhart, C. A. E.; Persaud, Avinash; Shin, Hyun; Crockett, Andrew",,MMMMM,,5,0,0,0,Book,Background,2009,Centre for Economic Policy Research,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12584,"Fool's gold: how unrestrained greed corrupted a dream, shattered global markets and unleashed a catastrophe","Tett, Gillian",,F,,0,1,0,0,Book,Background,2009,"Little, Brown",NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
12585,Wages and Human Capital in the U.S. Financial Industry: 1909-2006,"Philippon, Thomas; Reshef, Ariell",,MM,,2,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12586,Financial Globalization and Economic Policies,"Presad, Eswar; Rogoff, Kenneth; Kose, Ayhan M.; Wei, Shang-Jin","Rodrik, Dani; Rosenzweig, Mark Richard",MMMM,,4,0,2,0,Book,Background,2009,Elsevier,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12588,American Economic Review,"Diamond, Douglas W.; Rajan, Raghuram",,MM,,2,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12590,Too big to fail: inside the battle to save Wall Street,"Sorkin, Andrew Ross",,M,,1,0,0,0,Book,Background,2009,Allen Lane,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12591,Are the golden years of central banking over?: the crisis and the challenges,"Gerlach, Stefan",,M,,1,0,0,0,Book,Background,2009,Centre for Economic Policy Research,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12592,The Atlantic Monthly,"Johnson, Simon",,M,,1,0,0,0,Article,Background,2009,Atlantic,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12595,When Does Capital Account Liberalization Help More than It Hurts?,"Arteta, Carlos; Eichengreen, Barry J.; Wyplosz, Charles",,MMM,,3,0,0,0,Article,NA,NA,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12598,Review of International Political Economy,"Momani, Bessma",,F,,0,1,0,0,Article,Background,2004,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12599,Economic Review - Federal Reserve Bank of Atlanta,"Schmukler, Sergio L.",,M,,1,0,0,0,Article,Background,2004,Federal Reserve Bank of Atlanta,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12600,The IMF and its critics: reform of global financial architecture,"Gilbert, C. L.; Vines, David",,MM,,2,0,0,0,Book,Background,2004,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12601,International Politics,"Oatley, Thomas",,M,,1,0,0,0,Article,Background,2004,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
12602,World Politics,"Brooks, Sarah M.",,F,,0,1,0,0,Article,Background,2004,,NA,NA,NA,Masters,1,NA,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,0,0,1
12603,Global Imbalances and the Lessons of Bretton Woods,"Eichengreen, Barry J.",,M,,1,0,0,0,Article,Essential,2004,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12604,American Political Science Review,"Stone, Randall W.",,M,,1,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12605,Journal of Economic Surveys,"Breuer, Janice Boucher",,F,,0,1,0,0,Article,Background,2004,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12606,New Political Economy,"Clift, Ben; Tomlinson, Jim",,MM,,2,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12607,International Organization,"Singer, David Andrew",,M,,1,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12608,Bailouts or Bail-ins?: responding to financial crises in emerging economies,"Roubini, Nouriel; Setser, Brad",,MM,,2,0,0,0,Book,Background,2004,Institute for International Economics,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12609,The future of money,"Cohen, Benjamin J.",,M,,1,0,0,0,Book,Essential,2004,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12612,American Political Science Review,"Simmons, Beth A.; Elkins, Zachary",,FM,,1,1,0,0,Article,Background,2004,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
12615,Financial stability report,"Haldane, Andrew; Taylor, Ashley",,MM,,2,0,0,0,Article,Background,1996,The Bank,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12616,International monetary co-operation since Bretton Woods,"James, Harold",,M,,1,0,0,0,Book,Background,1996,International Monetary Fund,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12617,International monetary co-operation since Bretton Woods,"James, Harold",,M,,1,0,0,0,Book,Essential,1996,International Monetary Fund,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12618,International money: postwar trends and theories,"De Grauwe, Paul",,M,,1,0,0,0,Book,Essential,1996,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12619,World Economy,"Killick, Tony",,M,,1,0,0,0,Article,Background,1996,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12620,Review - Federal Reserve Bank of St. Louis,"Poole, William",,M,,1,0,0,0,Article,Essential,1996,Federal Reserve Bank of St. Louis,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12621,International Organization,"Bird, Graham",,M,,1,0,0,0,Article,Background,1996,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12622,International Organization,"Haggard, Stephan; Maxfield, Sylvia",,MF,,1,1,0,0,Article,Background,1996,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
12623,International Organization,"Simmons, Beth A.",,F,,0,1,0,0,Article,Background,1996,,NA,NA,NA,Masters,1,NA,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,0,0,1
12624,"Financial services, globalization and domestic policy change","Coleman, William D.",,M,,1,0,0,0,Book,Background,1996,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12625,Contending with capital flows: what is different about the 1990s?,"Eichengreen, Barry J.; Fishlow, Albert",,MM,,2,0,0,0,Book,Background,1996,Council on Foreign Relations NY,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12626,The Journal of Economic History,"Bordo, Michael D.; Rockoff, Hugh",,MM,,2,0,0,0,Article,Background,1996,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12627,Explaining international relations since 1945,"Walter, Andrew","Woods, Ngaire",M,F,1,0,0,1,Book,Background,1996,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12628,Journal of Common Market Studies,"Cohen, Benjamin J.",,M,,1,0,0,0,Article,Background,2003,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12629,Journal of Economic Surveys,"Bird, Graham",,M,,1,0,0,0,Article,Background,2007,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12630,Regulating capital: setting standards for the international financial system,"Singer, David Andrew",,M,,1,0,0,0,Book,Essential,2007,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12632,"The globalizers: the IMF, the World Bank, and their borrowers","Woods, Ngaire",,F,,0,1,0,0,Book,Background,2007,Cornell University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12633,Journal of Law and Economics,"Dreher, Axel",,M,,1,0,0,0,Article,Background,2007,University of Chicago Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12634,New Political Economy,"Thirkell-White, Ben",,M,,1,0,0,0,Article,Background,2007,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12635,Atlantic Economic Journal,"Herring, Richard",,M,,1,0,0,0,Article,Background,2007,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12636,New Political Economy,"Seabrooke, Leonard",,M,,1,0,0,0,Article,Background,2007,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12637,International Politics,"Seabrooke, Leonard",,M,,1,0,0,0,Article,Background,2007,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12638,American Journal of Political Science,"Brooks, Sarah M.; Kurtz, Marcus J.",,FM,,1,1,0,0,Article,Background,2007,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12639,The International Monetary Fund: politics of conditional lending,"Vreeland, James Raymond",,M,,1,0,0,0,Book,Background,2007,Routledge,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12640,Journal of Development Economics,"Sturzenegger, Federico",,M,,1,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12643,Handbook of international relations,"Cohen, Benjamin J.","Carlsnaes, Walter; Risse-Kappen, Thomas; Simmons, Beth A.",M,MMF,1,0,2,1,Book,Essential,2013,Sage Publications Ltd.,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12644,Politics in the new hard times: the great recession in comparative perspective,"Kahler, Miles; Lake, David A.",,MM,,2,0,0,0,Book,Background,2013,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12645,China across the divide: the domestic and global in politics and society,"Walter, Andrew","Foot, Rosemary",M,F,1,0,0,1,Book,Background,2013,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12646,What is European Integration Really About? A Political Guide for Economists,"Spolaore, Enrico",,M,,1,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12647,Political bubbles: financial crises and the failure of American democracy,"McCarty, Nolan M.; Poole, Keith T.; Rosenthal, Howard",,MMM,,3,0,0,0,Book,Background,2013,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12648,Review of International Political Economy,"Otero-Iglesias, Miguel; Steinberg, Federico",,MM,,2,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12649,Effective multilateralism: through the looking glass of East Asia,"Walter, Andrew","Prantl, Jochen",M,M,1,0,1,0,Book,Essential,2013,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12650,Annual Review of Political Science,"De Grauwe, Paul",,M,,1,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12651,Review of International Political Economy,"Fields, David; Vernengo, Mathias",,MM,,2,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12652,Review of International Political Economy,"Pepinsky, Thomas B.",,M,,1,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12654,Review of International Political Economy,"Chwieroth, Jeffrey M.; Sinclair, Timothy J.",,MM,,2,0,0,0,Article,Essential,2013,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12655,Handbook of international relations,"Tomz, Michael","Carlsnaes, Walter; Risse-Kappen, Thomas; Simmons, Beth A.",M,MMF,1,0,2,1,Book,Essential,2013,Sage Publications Ltd.,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12656,Financial Crises and the Politics of Macroeconomic Adjustments,"Walter, Stefanie",,F,,0,1,0,0,Book,Essential,2013,Cambridge University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12657,Journal of Common Market Studies,"Woll, Cornelia",,F,,0,1,0,0,Article,Background,2013,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12658,Arizona Law Review,"Baker, Colleen",,F,,0,1,0,0,Article,Background,2013,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12659,Preventing regulatory capture: special interest influence and how to limit it,"Carpenter, Daniel P.; Moss, David A.",,MM,,2,0,0,0,Book,Background,2013,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12660,New Political Economy,"Otero-Iglesias, Miguel; Steinberg, Federico",,MM,,2,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12661,New Political Economy,"Baker, Andrew",,M,,1,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12662,Effective multilateralism: through the looking glass of East Asia,"Walter, Andrew","Prantl, Jochen",M,M,1,0,1,0,Book,Background,2013,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12663,Policy Briefs,"Veron, Nicolas; Wolff, Guntram B.",,MM,,2,0,0,0,Article,Background,2013,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12664,International Organization,"Clark, William R.; Reichert, Usha Nair; Lomas, Sandra Lynn; Parker, Kevin L.",,MFFM,,2,2,0,0,Article,Background,1998,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,1,0,0,0,1,0,FALSE,0,1,0,0,1
12665,"The world in depression, 1929-1939","Kindleberger, Charles Poor",,M,,1,0,0,0,Book,Background,1987,Penguin,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12666,Understanding interdependence: the macroeconomics of the open economy,"Goodhart, C.","Kenen, Peter B.",M,M,1,0,1,0,Book,Background,1995,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12667,Politics and markets: the world's political and economic systems,"Lindblom, Charles Edward",,M,,1,0,0,0,Book,Background,1977,Basic Books,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12668,The origins of international economic disorder: a study of United States international monetary policy from World War II to the present,"Block, Fred L.",,M,,1,0,0,0,Book,Background,1977,University of California Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12669,A Retrospective on the Debt Crisis,"Dooley, Michael P.",,M,,1,0,0,0,Article,Background,1994,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12670,France and the Bretton Woods International Monetary System: 1960-1968,"Bordo, Michael D.; Simard, Dominique; White, Eugene Nelson",,MFM,,2,1,0,0,Article,Background,1994,,NA,NA,NA,Masters,0.333,NA,1,0,0,0,0,0,0,1,1,0,FALSE,0,1,0,0,1
12671,"Perpetuating poverty: the World Bank, the IMF, and the developing world","Bandow, Doug; Vasquez, Ian",,MM,,2,0,0,0,Book,Essential,1994,Cato Institute,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12672,Who adjusts?: domestic sources of foreign economic policy during the interwar years,"Simmons, Beth A.",,F,,0,1,0,0,Book,Background,1994,Princeton University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12673,"Money, power and space","Martin, Ron","Corbridge, Stuart; Martin, Ron; Thrift, N. J.",M,MMM,1,0,3,0,Book,Background,1994,Blackwell Publishing,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12674,IMF lending to developing countries: issues and evidence,"Bird, Graham",,M,,1,0,0,0,Book,Background,1994,Routledge,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12675,Governing the global economy: international finance and the state,"Kapstein, Ethan B.",,M,,1,0,0,0,Book,Background,1994,Harvard University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12676,States and the reemergence of global finance: from Bretton Woods to the 1990s,"Helleiner, Eric",,M,,1,0,0,0,Book,Background,1994,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12677,Elusive union: the process of economic and monetary union in Europe,"Dyson, Kenneth H.F.",,M,,1,0,0,0,Book,Background,1994,Longman,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12678,States and the reemergence of global finance: from Bretton Woods to the 1990s,"Helleiner, Eric",,M,,1,0,0,0,Book,Background,1994,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12679,Who adjusts?: domestic sources of foreign economic policy during the interwar years,"Simmons, Beth A.",,F,,0,1,0,0,Book,Background,1994,Princeton University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12680,International economics: theory and policy,"Krugman, Paul R.; Obstfeld, Maurice",,MM,,2,0,0,0,Book,Essential,2011,Pearson Education,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12681,Annual Review of Political Science,"Helleiner, Eric",,M,,1,0,0,0,Article,Essential,2011,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12682,Cambridge Journal of Economics,"Grabel, Ilene",,F,,0,1,0,0,Article,Essential,2011,Oxford University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,0,1
12683,Fault lines: how hidden fractures still threaten the world economy,"Rajan, Raghuram",,M,,1,0,0,0,Book,Background,2011,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12684,"Guaranteed to fail: Fannie Mae, Freddie Mac and the debacle of mortgage finance","Acharya, Viral V.",,M,,1,0,0,0,Book,Background,2011,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12685,Review of International Political Economy,"Abdelal, Rawi",,M,,1,0,0,0,Article,Background,2006,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12686,European Review of Economic History,"Ferguson, Niall; Schularick, Moritz",,MM,,2,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12687,International Studies Quarterly,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12688,International Studies Quarterly,"Bearce, David H.",,M,,1,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12692,The first global financial crisis of the 21st century: Part 1 August 2007-May 2008,"Felton, Andrew; Reinhart, Carmen M.",,MF,,1,1,0,0,Book,Background,2008,Centre for Economic Policy Research,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,1,0
